Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,alternative term,antisymmetric property,BFO CLIF specification label,BFO OWL specification label,code DSM-IV-TR,code DSM-IV-TR,complicated_by,composed_of,Contributor,Coverage,Creator,curator note,database_cross_reference,Date,definition,definition source,derives_from,Description,disposition of at all times,editor note,editor preferred term,elucidation,example of usage,expand assertion to,expand expression to,first order logic expression,Format,has associated axiom(fol),has associated axiom(nl),has axiom label,has continuant part at all times,has curation status,has disposition at some time,has ID digit count,has ID policy for,has ID prefix,has ID range allocated to,has obsolescence reason,has occurrent part,has ontology root term,has participant at all times,has participant at some time,has proper continuant part at all times,has proper occurrent part,has_alternative_id,has_exact_synonym,has_material_basis_in,has_narrow_synonym,has_obo_format_version,has_obo_namespace,has_related_synonym,has_symptom,http://attempto.ifi.uzh.ch/ace_lexicon#CN_pl,http://attempto.ifi.uzh.ch/ace_lexicon#CN_sg,http://attempto.ifi.uzh.ch/ace_lexicon#TV_pl,http://attempto.ifi.uzh.ch/ace_lexicon#TV_sg,http://attempto.ifi.uzh.ch/ace_lexicon#TV_vbg,http://data.bioontology.org/metadata/prefixIRI,http://protege.stanford.edu/plugins/owl/protege#defaultLanguage,http://purl.obolibrary.org/obo/doid#DO_cancer_slim,http://purl.obolibrary.org/obo/doid#DO_MGI_slim,http://purl.obolibrary.org/obo/doid#GOLD,http://purl.obolibrary.org/obo/doid#gram-negative_bacterial_infectious_disease,http://purl.obolibrary.org/obo/doid#gram-positive_bacterial_infectious_disease,http://purl.obolibrary.org/obo/doid#sexually_transmitted_infectious_disease,http://purl.obolibrary.org/obo/doid#tick-borne_infectious_disease,http://purl.obolibrary.org/obo/doid#TopNodes_DOcancerslim,http://purl.obolibrary.org/obo/doid#zoonotic_infectious_disease,http://purl.obolibrary.org/obo/MF#hasAgent,http://purl.obolibrary.org/obo/MF#hasPart,http://purl.obolibrary.org/obo/MF#hasParticipant,http://purl.obolibrary.org/obo/MF#inhererOf,http://purl.obolibrary.org/obo/MF#inheresIn,http://purl.obolibrary.org/obo/MF#isAbout,http://purl.obolibrary.org/obo/MF#manifestationOf,http://purl.obolibrary.org/obo/MF#participantOf,http://purl.obolibrary.org/obo/MF#partOf,http://purl.obolibrary.org/obo/MF#realizationOf,http://purl.obolibrary.org/obo/MF#specificallyDependsOn,http://purl.org/dc/elements/1.1/license,http://purl.org/dc/elements/1.1/member,http://purl.org/dc/terms/license,http://www.geneontology.org/formats/oboInOwl#auto-generated-by,http://www.geneontology.org/formats/oboInOwl#created_by,http://www.geneontology.org/formats/oboInOwl#creation_date,http://www.geneontology.org/formats/oboInOwl#date,http://www.geneontology.org/formats/oboInOwl#default-namespace,http://www.geneontology.org/formats/oboInOwl#id,http://www.geneontology.org/formats/oboInOwl#saved-by,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.w3.org/2002/07/owl#deprecated,http://www.w3.org/2002/07/owl#versionIRI%20rdf:resource,http://www.w3.org/2004/02/skos/core#notation,http://xmlns.com/foaf/0.1/homepage,http://xmlns.com/foaf/0.1/mbox,ICD-10 code,ICD-10 code,ICD-10 code,imported from,in branch,in_subset,inheres in at all times,inheres_in,is allocated id range,is denotator type,is_a,Language,located_in,material basis of at all times,may be identical to,OBO foundry unique label,occurs_with,ontology term requester,part of continuant at some time,part of occurrent,part_of,participates in at some time,Publisher,realized in,realized_by,realized_by_supression_with,realizes,Relation,Resource Identifier,Resource Type,results_in,results_in_formation_of,Rights Management,scheduled for obsoletion on or after,Source,Subject and Keywords,subset_property,symptoms,term editor,term replaced by,term tracker item,Title,transmitted_by
http://purl.obolibrary.org/obo/NBO_0000166,circadian rhythm,,"""Endogenously driven roughly 24-hour cycle in biochemical, physiological, or behavioral processes."" [GOC:bf]",false,,,http://purl.obolibrary.org/obo/GO_0048512,,,,,,,,,,,,,,,"""Endogenously driven roughly 24-hour cycle in biochemical, physiological, or behavioral processes."" [GOC:bf]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NBO:0000166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,circadian rhythm,,,,,,,,,,http://purl.obolibrary.org/obo/nbo.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0044641,"envenomation resulting in positive regulation of complement activation, lectin pathway in other organism",,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with the resultant positive regulation of complement activation via the lectin pathway in the bitten/stung organism.",false,,,http://purl.obolibrary.org/obo/GO_0044639,,,,,,,,,,,,,,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with the resultant positive regulation of complement activation via the lectin pathway in the bitten/stung organism.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0044641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"envenomation resulting in positive regulation of complement activation, lectin pathway in other organism",,,,,,,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MF_0000085,written communication,,"A written communication process is an interpersonal process that:
(a) involves as participant at least two organisms,
(b) one of whom produces a message in writing that is well-formed in a given language;
(c) the other of whom reads the message and understands it.",false,,,http://purl.obolibrary.org/obo/MF_0000086,,,,,,,,,,,,,,,"A written communication process is an interpersonal process that:
(a) involves as participant at least two organisms,
(b) one of whom produces a message in writing that is well-formed in a given language;
(c) the other of whom reads the message and understands it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF:0000085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,written communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/DOID_0060140,cortical deafness,,An agnosia that is a loss of the ability to perceive any auditory information but whose hearing is intact.,false,,,http://purl.obolibrary.org/obo/DOID_4090,,,,,,,,,,,,,,,An agnosia that is a loss of the ability to perceive any auditory information but whose hearing is intact.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disease_ontology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lschriml,2011-08-22T12:04:56Z,,,DOID:0060140,,,,cortical deafness,,,,DOID:0060140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MFOMD_0000155,grossly disorganized behavior,,"Behavior that may manifest itself in a variety of ways, ranging from childlike silliness to unpredictable agitation.
|
The person may appear markedly disheveled, may dress in an unusual manner (i.e., wearing multiple overcoats, scarves, and gloves on a hot day), or may display clearly inappropriate sexual behavior (e.g., public masturbation) or unpredictable and untriggered agitation (e.g., shouting or swearing).",false,,,http://purl.obolibrary.org/obo/MFOMD_0000024,,,,,,,,,,,,,,,"Behavior that may manifest itself in a variety of ways, ranging from childlike silliness to unpredictable agitation.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFOMD:0000155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
The person may appear markedly disheveled, may dress in an unusual manner (i.e., wearing multiple overcoats, scarves, and gloves on a hot day), or may display clearly inappropriate sexual behavior (e.g., public masturbation) or unpredictable and untriggered agitation (e.g., shouting or swearing).",,grossly disorganized behavior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/DOID_0050587,trichotillomania,,An impulse control disorder that involves the uncontrollable plucking of ones hair.|OMIM mapping confirmed by DO. [SN].,false,,,http://purl.obolibrary.org/obo/DOID_10937,,,,,,,,,,,,,OMIM:613229,,An impulse control disorder that involves the uncontrollable plucking of ones hair.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disease_ontology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOID:0050587,,OMIM mapping confirmed by DO. [SN].,,trichotillomania,,,,DOID:0050587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/DOID_13487,childhood disintegrative disease,Heller's syndrome|Symbiotic psychosis|Disintegrative psychosis NOS (disorder),"A pervasive developmental disorder that is a rare condition characterized by late onset (>3 years of age) of developmental delays in language, social function, and motor skills where children who have had previously normal development who then appear to regress.",false,,,http://purl.obolibrary.org/obo/DOID_0060040,,,,,,,,,,,,,SNOMEDCT_2010_1_31:192584009|ICD9CM:299.1|SNOMEDCT_2010_1_31:191694008|UMLS_CUI:C0236791|SNOMEDCT_2010_1_31:71961003,,"A pervasive developmental disorder that is a rare condition characterized by late onset (>3 years of age) of developmental delays in language, social function, and motor skills where children who have had previously normal development who then appear to regress.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heller's syndrome|Symbiotic psychosis|Disintegrative psychosis NOS (disorder),,,,disease_ontology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOID:13487,,,,childhood disintegrative disease,,,,DOID:13487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0060179,male mating behavior,,The specific behavior of a male organism that is associated with reproduction.,false,,,http://purl.obolibrary.org/obo/GO_0007617,,,,,,,,,,,,,,,The specific behavior of a male organism that is associated with reproduction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0060179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male mating behavior,,,,,,,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/DOID_12883,hypochondriasis,Hypochondria|hypochondriacal neurosis|Hypochondriacal disorder,"Preoccupation with fears of having, or the idea that one has, a serious disease based on a misinterpretation of one or more bodily signs or symptoms.


DSM-IV-TR (american Psychiatric Association)
|A somatoform disorder that involves an excessive preoccupation or worry about having a serious illness.|
The preoccupation in Hypochondriasis may be with bodily functions; minor physical abnormalities; or with vague and ambiguous physical sensations. The person attributes this symptoms or signs to the suspected disease and is very concerned with their meaning, authenticity, and aetiology. Repeated physical examinations, diagnostic test, and reassurance from the physician do little to allay the concern about bodily disease or affliction. 

Individuals with Hypochondriasis may become alarmed by reading or hearing about disease, knowing someone who becomes sick, or from observations, sensations, or occurrences within their own bodies. 

Concern about the feared illness often becomes a central feature of the individual's self-image, a topic of social discourse, and response to life stresses.

DSM-IV-TR (american Psychiatric Association)

Some several predisposing factors of hypocondriasis included a history of physical illness, parental attention to somatic symptoms, low pain threshold, or greater sensitivity to somatic cues.

""Understanding abnormal behavior"". David Sue, Derald Wing Sue, Stanley Sue.",false,,,http://purl.obolibrary.org/obo/DOID_4737,hipocondría,,,,300.7,,,,,,,,SNOMEDCT_2010_1_31:154891008|NCI:C9493|SNOMEDCT_2010_1_31:192433006|SNOMEDCT_2010_1_31:18193002|ICD9CM:300.7|UMLS_CUI:C0020604|MSH:D006998,,"Preoccupation with fears of having, or the idea that one has, a serious disease based on a misinterpretation of one or more bodily signs or symptoms.


DSM-IV-TR (american Psychiatric Association)
|A somatoform disorder that involves an excessive preoccupation or worry about having a serious illness.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hypochondria|hypochondriacal neurosis|Hypochondriacal disorder,,,,disease_ontology,,,,,,,,DOID:12883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOID:12883,,"
The preoccupation in Hypochondriasis may be with bodily functions; minor physical abnormalities; or with vague and ambiguous physical sensations. The person attributes this symptoms or signs to the suspected disease and is very concerned with their meaning, authenticity, and aetiology. Repeated physical examinations, diagnostic test, and reassurance from the physician do little to allay the concern about bodily disease or affliction. 

Individuals with Hypochondriasis may become alarmed by reading or hearing about disease, knowing someone who becomes sick, or from observations, sensations, or occurrences within their own bodies. 

Concern about the feared illness often becomes a central feature of the individual's self-image, a topic of social discourse, and response to life stresses.

DSM-IV-TR (american Psychiatric Association)

Some several predisposing factors of hypocondriasis included a history of physical illness, parental attention to somatic symptoms, low pain threshold, or greater sensitivity to somatic cues.

""Understanding abnormal behavior"". David Sue, Derald Wing Sue, Stanley Sue.",,hypochondriasis,,,,DOID:12883,,,F45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
- Having a long-term intense fear or anxiety about having a serious disease or health condition
- Worrying that minor symptoms or bodily sensations mean you have a serious illness
- Seeing doctors repeated times or having involved medical exams 
- Frequently switching doctors — if one doctor tells you that you aren't sick, you may not believe it and seek out other opinions
- Continuously talking about your symptoms or suspected diseases with family and friends
- Obsessively doing health research
- Frequently checking your body for problems
- Frequently checking your vital signs
- Thinking you have a disease after reading or hearing about it

http://www.mayoclinic.com/health/hypochondria/DS00841/DSECTION=symptoms",,,,,
http://purl.obolibrary.org/obo/OGMS_0000107,ancillary health care process,,"A planned process that has the objective to support the objective of a health care process without directly involving the treatment, diagnosis, or prevention of disease or injury of a patient.",false,,,http://purl.obolibrary.org/obo/OBI_0000011,,,,,,,,,,,,,,2017-04-18,"A planned process that has the objective to support the objective of a health care process without directly involving the treatment, diagnosis, or prevention of disease or injury of a patient.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OGMS:0000107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ancillary health care process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sagar Jain,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0044481,envenomation resulting in proteolysis in other organism,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with the resultant hydrolysis of proteins in of the bitten organism.",false,,,http://purl.obolibrary.org/obo/GO_0035738,,,,,,,,,,,,,,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with the resultant hydrolysis of proteins in of the bitten organism.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0044481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,envenomation resulting in proteolysis in other organism,,,,,,,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0044741,envenomation resulting in negative regulation of sensory perception of pain in other organism,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with the inhibition of the sensory perception of pain in the bitten organism.",false,,,http://purl.obolibrary.org/obo/GO_0044742,,,,,,,,,,,,,,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with the inhibition of the sensory perception of pain in the bitten organism.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0044741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,envenomation resulting in negative regulation of sensory perception of pain in other organism,,,,,,,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/DOID_8689,anorexia nervosa,,"An eating disorder characterized by refusal to maintain a healthy body weight, and an obsessive fear of gaining weight due to a distorted self image.|Disorder characterised by a refusal to maintain a minimally normal body weight, the individual is intensely afraid of gaining weight, and exhibits a significant disturbance in the perception of the shape or size of his or her body.

DSM-IV-TR (american Psychiatric Association)|
People with anorexia see themselves as overweight even though they are dangerously thin. The process of eating becomes an obsession to them. Unusual eating habits develop, such as avoiding what they perceive as high caloric food and meals, picking out a few foods and eating only these in small quantities, or carefully weighing and portioning food. 

People with anorexia may repeatedly check their body weight and many engage in other techniques to control their weight, such as intense and compulsive exercise or purging by means of vomiting and abuse of laxatives, enemas, and diuretics. 

http://www.psychologytoday.com/conditions/anorexia-nervosa",false,,,http://purl.obolibrary.org/obo/DOID_8670,anorexia nerviosa,,,,307.1,,,,,,,,UMLS_CUI:C0003125|ICD9CM:307.1|MSH:D000856|NCI:C34387|SNOMEDCT_2010_1_31:154926005|SNOMEDCT_2010_1_31:56882008|SNOMEDCT_2010_1_31:192445002,,"An eating disorder characterized by refusal to maintain a healthy body weight, and an obsessive fear of gaining weight due to a distorted self image.|Disorder characterised by a refusal to maintain a minimally normal body weight, the individual is intensely afraid of gaining weight, and exhibits a significant disturbance in the perception of the shape or size of his or her body.

DSM-IV-TR (american Psychiatric Association)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disease_ontology,,,,,,,,DOID:8689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOID:8689,,"
People with anorexia see themselves as overweight even though they are dangerously thin. The process of eating becomes an obsession to them. Unusual eating habits develop, such as avoiding what they perceive as high caloric food and meals, picking out a few foods and eating only these in small quantities, or carefully weighing and portioning food. 

People with anorexia may repeatedly check their body weight and many engage in other techniques to control their weight, such as intense and compulsive exercise or purging by means of vomiting and abuse of laxatives, enemas, and diuretics. 

http://www.psychologytoday.com/conditions/anorexia-nervosa",,anorexia nervosa,,,,DOID:8689,,,F50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/DOID_0060137,auditory agnosia,,An agnosia that is a loss of the ability to distinguishing environmental and non-verbal auditory cues including difficulty distinguishing speech from non-speech sounds even though hearing is usually normal.,false,,,http://purl.obolibrary.org/obo/DOID_4090,,,,,,,,,,,,,,,An agnosia that is a loss of the ability to distinguishing environmental and non-verbal auditory cues including difficulty distinguishing speech from non-speech sounds even though hearing is usually normal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disease_ontology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lschriml,2011-08-22T12:04:56Z,,,DOID:0060137,,,,auditory agnosia,,,,DOID:0060137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MFOMD_0000133,resistance,,"The inability or unwillingness of a patient in psychoanalysis to discuss certain ideas, desires, or experiences.


http://www.apa.org/research/action/glossary.aspx",false,,,http://purl.obolibrary.org/obo/MFOMD_0000024,,,,,,,,,,,,,,,"The inability or unwillingness of a patient in psychoanalysis to discuss certain ideas, desires, or experiences.


http://www.apa.org/research/action/glossary.aspx",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFOMD:0000133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0044478,envenomation resulting in positive regulation of platelet aggregation in other organism,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with the resultant activation, maintenance or an increase in the frequency, rate or extent of platelet aggregation in the bitten organism.",false,,,http://purl.obolibrary.org/obo/GO_0044469|http://purl.obolibrary.org/obo/GO_0044365,,,,,,,,,,,,,,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with the resultant activation, maintenance or an increase in the frequency, rate or extent of platelet aggregation in the bitten organism.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0044478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,envenomation resulting in positive regulation of platelet aggregation in other organism,,,,,,,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/DOID_13351,pedophilia,Paedophilia,,false,,,http://purl.obolibrary.org/obo/DOID_0060044,,,,,,,,,,,,,SNOMEDCT_2010_1_31:154907002|ICD9CM:302.2|SNOMEDCT_2010_1_31:84002002|SNOMEDCT_2010_1_31:268763002|UMLS_CUI:C0030764|SNOMEDCT_2010_1_31:192516001|MSH:D010378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paedophilia,,,,disease_ontology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOID:13351,,,,pedophilia,,,,DOID:13351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MF_0000202,personality,,"A personality is a complex sum of dispositions and predispositions towards mental processes and behaviour. It inheres in a person.|Personality is not the same as mood, although a person may have a personality that includes a predisposition to moods of certain types, moods may come and go but a personality stays relatively constant, not appearing and disappearing. Personality typically changes slowly over time.",false,,,http://purl.obolibrary.org/obo/MF_0000032,,,,,,,,,,,,,,,A personality is a complex sum of dispositions and predispositions towards mental processes and behaviour. It inheres in a person.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF:0000202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Personality is not the same as mood, although a person may have a personality that includes a predisposition to moods of certain types, moods may come and go but a personality stays relatively constant, not appearing and disappearing. Personality typically changes slowly over time.",,personality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/DOID_11385,expressive language disorder,Developmental expressive language disorder,"A language disorder that involves difficulties with verbal and written expression characterized by an ability to use expressive spoken language that is markedly below the appropriate level for the mental age, but with a language comprehension that is within normal limits.",false,,,http://purl.obolibrary.org/obo/DOID_93,,,,,,,,,,,,,UMLS_CUI:C0236826|SNOMEDCT_2010_1_31:192565006|ICD9CM:315.31|SNOMEDCT_2010_1_31:229733002|SNOMEDCT_2010_1_31:80360005|SNOMEDCT_2010_1_31:268734000,,"A language disorder that involves difficulties with verbal and written expression characterized by an ability to use expressive spoken language that is markedly below the appropriate level for the mental age, but with a language comprehension that is within normal limits.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Developmental expressive language disorder,,,,disease_ontology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOID:11385,,,,expressive language disorder,,,,DOID:11385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MFOMD_0000195,substance-induced sexual dysfunction,,"
Depending on the substance involved, the dysfunction may involve impaired desire, impaired arousal, impaired orgasm, or sexual pain.",false,,,http://purl.obolibrary.org/obo/DOID_1876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFOMD:0000195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
Depending on the substance involved, the dysfunction may involve impaired desire, impaired arousal, impaired orgasm, or sexual pain.",,substance-induced sexual dysfunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/NBO_0000536,circadian regulation of heart rate,,"""Any process in which an organism modulates its heart rate at different values with a regularity of approximately 24 hours."" [GOC:rl]",false,,,http://purl.obolibrary.org/obo/GO_0048512,,,,,,,,,,,,,,,"""Any process in which an organism modulates its heart rate at different values with a regularity of approximately 24 hours."" [GOC:rl]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NBO:0000536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,circadian regulation of heart rate,,,,,,,,,,http://purl.obolibrary.org/obo/nbo.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MF_0000078,consciousness of the body,,The subjective experience of being an embodied entity.,false,,,http://purl.obolibrary.org/obo/MF_0000101,body awareness,,,,,,,,,,,,,,The subjective experience of being an embodied entity.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF:0000078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,consciousness of the body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0099127,envenomation resulting in positive regulation of argininosuccinate synthase activity in other organism,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with the activation of the cytosolic argininosuccinate synthase in the bitten organism.",false,,,http://purl.obolibrary.org/obo/GO_0035738,,,,,,,,,,,,,,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with the activation of the cytosolic argininosuccinate synthase in the bitten organism.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0099127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,envenomation resulting in positive regulation of argininosuccinate synthase activity in other organism,,,,,,,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MFOMD_0000055,sex addiction,,A process addiction in which the subject compulsively performs sexual activity.,false,,,http://purl.obolibrary.org/obo/MFOMD_0000053,,,,,,,,,,,,,,,A process addiction in which the subject compulsively performs sexual activity.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFOMD:0000055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sex addiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/OGMS_0000093,prognosis,,A hypothesis about some future part of a disease course.,false,,,http://purl.obolibrary.org/obo/IAO_0000027,,,,,,,,,,,,creation date: 2010-03-31T12:42:23Z,,,A hypothesis about some future part of a disease course.,http://code.google.com/p/ogms/issues/detail?id=35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OGMS:0000093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prognosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Goldfain,,,,
http://purl.obolibrary.org/obo/DOID_4970,prosopagnosia,,An agnosia that results in the loss of the ability to consciously recognize familiar faces.,false,,,http://purl.obolibrary.org/obo/DOID_4090,,,,,,,,,,,,,SNOMEDCT_2010_1_31:18358003|UMLS_CUI:C0234512|MSH:D020238|NCI:C85031,,An agnosia that results in the loss of the ability to consciously recognize familiar faces.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disease_ontology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOID:4970,,,,prosopagnosia,,,,DOID:4970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
