Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,http://cbmi.med.harvard.edu/asdphenotype#question_id,http://data.bioontology.org/metadata/prefixIRI,http://www.w3.org/2004/02/skos/core#definition
http://cbmi.med.harvard.edu/asdphenotype#Class_272,Expressive Morphology,,"The ability to produce accurate forms of words, including the inflections that indicate the grammatical role of a word.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_177,,asd:Class_272,"The ability to produce accurate forms of words, including the inflections that indicate the grammatical role of a word."
http://cbmi.med.harvard.edu/asdphenotype#Class_429,Irritable Bowel Syndrome,,"A disorder with chronic or recurrent colonic symptoms without a clear-cut etiology. This condition is characterized by chronic or recurrent abdominal pain, bloating, mucus in feces, and an erratic disturbance of defecation.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_527,,asd:Class_429,"A disorder with chronic or recurrent colonic symptoms without a clear-cut etiology. This condition is characterized by chronic or recurrent abdominal pain, bloating, mucus in feces, and an erratic disturbance of defecation."
http://cbmi.med.harvard.edu/asdphenotype#Class_716,Learning Disorders,,Conditions characterized by a significant discrepancy between an individual's perceived level of intellect and their ability to acquire new language and other cognitive skills. ,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_455,,asd:Class_716,Conditions characterized by a significant discrepancy between an individual's perceived level of intellect and their ability to acquire new language and other cognitive skills. 
http://cbmi.med.harvard.edu/asdphenotype#Class_488,Otitis,,"Inflammation of the ear, which may be marked by pain, fever, hearing disorders, and vertigo. Inflammation of the external ear is otitis externa; of the middle ear, otitis media; of the inner ear, labyrinthitis. ",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_487,,asd:Class_488,"Inflammation of the ear, which may be marked by pain, fever, hearing disorders, and vertigo. Inflammation of the external ear is otitis externa; of the middle ear, otitis media; of the inner ear, labyrinthitis. "
http://cbmi.med.harvard.edu/asdphenotype#Class_146,Intentional Cruelty,,Deliberately taking actions that cause physical or psychological pain for others.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_42,,asd:Class_146,Deliberately taking actions that cause physical or psychological pain for others.
http://cbmi.med.harvard.edu/asdphenotype#Class_116,Motor Perseveration,,Persistent repetition of a response to stimuli.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_168,,asd:Class_116,Persistent repetition of a response to stimuli.
http://cbmi.med.harvard.edu/asdphenotype#Class_741,Hearing Loss,,A general term for the complete or partial loss of the ability to hear from one or both ears.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_487,,asd:Class_741,A general term for the complete or partial loss of the ability to hear from one or both ears.
http://cbmi.med.harvard.edu/asdphenotype#Class_458,Obsessive-Compulsive Disorder,,"An anxiety disorder characterized by recurrent, persistent obsessions or compulsions. Obsessions are the intrusive ideas, thoughts, or images that are experienced as senseless or repugnant. Compulsions are repetitive and seemingly purposeful behavior which the individual generally recognizes as senseless and from which the individual does not derive pleasure although it may provide a release from tension.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_457,,asd:Class_458,"An anxiety disorder characterized by recurrent, persistent obsessions or compulsions. Obsessions are the intrusive ideas, thoughts, or images that are experienced as senseless or repugnant. Compulsions are repetitive and seemingly purposeful behavior which the individual generally recognizes as senseless and from which the individual does not derive pleasure although it may provide a release from tension."
http://cbmi.med.harvard.edu/asdphenotype#Class_276,Pica,,The persistent eating of nonnutritive substances.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_665,,asd:Class_276,The persistent eating of nonnutritive substances.
http://cbmi.med.harvard.edu/asdphenotype#Class_457,Anxiety Disorders,,Persistent and disabling anxiety.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_455,,asd:Class_457,Persistent and disabling anxiety.
http://cbmi.med.harvard.edu/asdphenotype#Class_229,Understanding Context,,"The ability to recognize the communication situation, including the mood, opinions and comprehension level of other participants, and to modify one's language and responses accordingly.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_15,,asd:Class_229,"The ability to recognize the communication situation, including the mood, opinions and comprehension level of other participants, and to modify one's language and responses accordingly."
http://cbmi.med.harvard.edu/asdphenotype#Class_19,Awareness of Social and Personal Space,,"Being aware of and maintaining a distance between oneself and others that is contextually, socially and culturally appropriate.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_287,,asd:Class_19,"Being aware of and maintaining a distance between oneself and others that is contextually, socially and culturally appropriate."
http://cbmi.med.harvard.edu/asdphenotype#Class_63,Urogenital Diseases,,Pathological processes of the female or male urinary tract and the reproductive system (genitalia). In females this includes disorders related to pregnancy.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_365,,asd:Class_63,Pathological processes of the female or male urinary tract and the reproductive system (genitalia). In females this includes disorders related to pregnancy.
http://cbmi.med.harvard.edu/asdphenotype#Class_145,Destructive Behavior,,Intentionally damaging one's own or others' belongings.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_42,,asd:Class_145,Intentionally damaging one's own or others' belongings.
http://cbmi.med.harvard.edu/asdphenotype#Class_327,Restricted Range of Interests,,Possessing a narrow range of interests in objects or topics.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_235,,asd:Class_327,Possessing a narrow range of interests in objects or topics.
http://cbmi.med.harvard.edu/asdphenotype#Class_60,Reciprocal Social Interaction,,Mutual actions and communicative exchanges among people in social settings.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_283,,asd:Class_60,Mutual actions and communicative exchanges among people in social settings.
http://cbmi.med.harvard.edu/asdphenotype#Class_487,Ear Diseases,,"Pathological processes of the ear, the hearing, and the equilibrium system of the body.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_365,,asd:Class_487,"Pathological processes of the ear, the hearing, and the equilibrium system of the body."
http://cbmi.med.harvard.edu/asdphenotype#Class_119,Anger Control,,"The ability to control and appropriately manage a strong emotional feeling of displeasure aroused by being interfered with, injured or threatened.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_96,,asd:Class_119,"The ability to control and appropriately manage a strong emotional feeling of displeasure aroused by being interfered with, injured or threatened."
http://cbmi.med.harvard.edu/asdphenotype#Class_500,Prader-Willi Syndrome,,"An autosomal dominant disorder caused by deletion of the proximal long arm of the paternal chromosome 15 (15q11-q13) or by inheritance of both of the pair of chromosomes 15 from the mother which are imprinted and hence silenced. Clinical manifestations include mental retardation, muscular hypotonia, hyperphagia, obesity, short stature hypogonadism, strabismus, and hypersomnolence. ",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_452,,asd:Class_500,"An autosomal dominant disorder caused by deletion of the proximal long arm of the paternal chromosome 15 (15q11-q13) or by inheritance of both of the pair of chromosomes 15 from the mother which are imprinted and hence silenced. Clinical manifestations include mental retardation, muscular hypotonia, hyperphagia, obesity, short stature hypogonadism, strabismus, and hypersomnolence. "
http://cbmi.med.harvard.edu/asdphenotype#Class_356,Ability to Convey Feelings,,"The ability to understand and accurately express information regarding one's own thoughts, opinions, and feelings.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_253,,asd:Class_356,"The ability to understand and accurately express information regarding one's own thoughts, opinions, and feelings."
http://cbmi.med.harvard.edu/asdphenotype#Class_174,Self-Care,,"Caring for oneself, including washing and drying oneself, caring for one's body and body parts, proper use of the bathroom as needed, dressing, eating and drinking.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_49,,asd:Class_174,"Caring for oneself, including washing and drying oneself, caring for one's body and body parts, proper use of the bathroom as needed, dressing, eating and drinking."
http://cbmi.med.harvard.edu/asdphenotype#Class_149,Poor Treatment by Others in Social Settings,,"Being treated poorly by others in public, such as being frequently laughed at, made fun of, or bullied.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_250,,asd:Class_149,"Being treated poorly by others in public, such as being frequently laughed at, made fun of, or bullied."
http://cbmi.med.harvard.edu/asdphenotype#Class_132,Self Concept,,"A person's view of himself, including confidence in one's personal traits and abilities.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_160,,asd:Class_132,"A person's view of himself, including confidence in one's personal traits and abilities."
http://cbmi.med.harvard.edu/asdphenotype#Class_216,Nervous System Diseases,,"Diseases of the central and peripheral nervous system. This includes disorders of the brain, spinal cord, cranial nerves, peripheral nerves, nerve roots, autonomic nervous system, neuromuscular junction, and muscle.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_365,,asd:Class_216,"Diseases of the central and peripheral nervous system. This includes disorders of the brain, spinal cord, cranial nerves, peripheral nerves, nerve roots, autonomic nervous system, neuromuscular junction, and muscle."
http://cbmi.med.harvard.edu/asdphenotype#Class_192,Skill in Understanding Non-Literal Meaning,,The ability to recognize and comprehend figurative and metaphorical meanings.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_229,,asd:Class_192,The ability to recognize and comprehend figurative and metaphorical meanings.
http://cbmi.med.harvard.edu/asdphenotype#Class_162,Emotional Regulation and Control,,Directing or governing one`s own emotions. Individuals with autism spectrum disorder can react negatively to their environment and at times may engage in emotional outbursts. ,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_155,,asd:Class_162,Directing or governing one`s own emotions. Individuals with autism spectrum disorder can react negatively to their environment and at times may engage in emotional outbursts. 
http://cbmi.med.harvard.edu/asdphenotype#Class_344,Managing Internal Emotions,,The ability to control and appropriately manage emotional responses when under stress.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_96,,asd:Class_344,The ability to control and appropriately manage emotional responses when under stress.
http://cbmi.med.harvard.edu/asdphenotype#Class_275,Receptive Lexicon,,The vocabulary that an individual is able to understand.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_176,,asd:Class_275,The vocabulary that an individual is able to understand.
http://cbmi.med.harvard.edu/asdphenotype#Class_161,Pattern Recognition and Rendering,,"The analysis of a critical number of sensory stimuli or facts (the pattern) by processes such as vision, touch, or hearing, and the ability to produce patterns through drawing and other means.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_755,,asd:Class_161,"The analysis of a critical number of sensory stimuli or facts (the pattern) by processes such as vision, touch, or hearing, and the ability to produce patterns through drawing and other means."
http://cbmi.med.harvard.edu/asdphenotype#Class_601,Obstetric Delivery Complications,,"The occurrence of a pregnancy complication during childbirth, which includes both labor (the process of childbirth) and delivery (the birth itself).",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_385,,asd:Class_601,"The occurrence of a pregnancy complication during childbirth, which includes both labor (the process of childbirth) and delivery (the birth itself)."
http://cbmi.med.harvard.edu/asdphenotype#Class_131,Cranial Nerve Diseases,,"Disorders of one or more of the twelve cranial nerves. With the exception of the optic and olfactory nerves, this includes disorders of the brain stem nuclei from which the cranial nerves originate or terminate.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_216,,asd:Class_131,"Disorders of one or more of the twelve cranial nerves. With the exception of the optic and olfactory nerves, this includes disorders of the brain stem nuclei from which the cranial nerves originate or terminate."
http://cbmi.med.harvard.edu/asdphenotype#Class_10,Hospitalizations,,The confinement of a patient in a hospital.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_148,,asd:Class_10,The confinement of a patient in a hospital.
http://cbmi.med.harvard.edu/asdphenotype#Class_245,Mood,,A temporary state of mind or being.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_160,,asd:Class_245,A temporary state of mind or being.
http://cbmi.med.harvard.edu/asdphenotype#Class_373,Crohn Disease,,"A chronic transmural inflammation that may involve any part of the digestive tract from mouth to anus, mostly found in the ileum, the cecum, and the colon. ",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_372,,asd:Class_373,"A chronic transmural inflammation that may involve any part of the digestive tract from mouth to anus, mostly found in the ileum, the cecum, and the colon. "
http://cbmi.med.harvard.edu/asdphenotype#Class_160,Emotional Traits,,The characteristics of a person's emotional makeup. ,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_152,,asd:Class_160,The characteristics of a person's emotional makeup. 
http://cbmi.med.harvard.edu/asdphenotype#Class_274,Receptive Morphology,,The ability to understand the structure and constituent parts of a word.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_176,,asd:Class_274,The ability to understand the structure and constituent parts of a word.
http://cbmi.med.harvard.edu/asdphenotype#Class_244,Sharing in Interests of Others,,Showing interest in participating in or learning about activities or topics that others express enjoyment in.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_250,,asd:Class_244,Showing interest in participating in or learning about activities or topics that others express enjoyment in.
http://cbmi.med.harvard.edu/asdphenotype#Class_372,Inflammatory Bowel Diseases,,"Chronic, non-specific inflammation of the gastrointestinal tract. ",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_527,,asd:Class_372,"Chronic, non-specific inflammation of the gastrointestinal tract. "
http://cbmi.med.harvard.edu/asdphenotype#Class_34,Gross Motor Skills,,"Skills that involve the large muscle groups, including movements of the arms, legs, feet, or the entire body.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_753,,asd:Class_34,"Skills that involve the large muscle groups, including movements of the arms, legs, feet, or the entire body."
http://cbmi.med.harvard.edu/asdphenotype#Class_97,Diagnosis,,"The determination of the nature of a disease or condition, or the distinguishing of one disease or condition from another. Assessment may be made through physical examination, laboratory tests, or the like. ",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_154,,asd:Class_97,"The determination of the nature of a disease or condition, or the distinguishing of one disease or condition from another. Assessment may be made through physical examination, laboratory tests, or the like. "
http://cbmi.med.harvard.edu/asdphenotype#Class_455,Mental Disorders,,"Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_365,,asd:Class_455,"Psychiatric illness or diseases manifested by breakdowns in the adaptational process expressed primarily as abnormalities of thought, feeling, and behavior producing either distress or impairment of function."
http://cbmi.med.harvard.edu/asdphenotype#Class_273,Expressive Lexicon,,The vocabulary that an individual can produce.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_177,,asd:Class_273,The vocabulary that an individual can produce.
http://cbmi.med.harvard.edu/asdphenotype#Class_243,Social Awkwardness,,The inability to conduct oneself with ease in social situations. ,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_283,,asd:Class_243,The inability to conduct oneself with ease in social situations. 
http://cbmi.med.harvard.edu/asdphenotype#Class_527,Gastrointestinal Diseases,,Diseases in any segment of the gastrointestinal tract from the esophagus to the rectum. ,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_365,,asd:Class_527,Diseases in any segment of the gastrointestinal tract from the esophagus to the rectum. 
http://cbmi.med.harvard.edu/asdphenotype#Class_261,Pregnancy Outcome,,Results of conception and ensuing pregnancy. The outcome may follow natural or artificial insemination or any assisted reproductive technique. ,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_385,,asd:Class_261,Results of conception and ensuing pregnancy. The outcome may follow natural or artificial insemination or any assisted reproductive technique. 
http://cbmi.med.harvard.edu/asdphenotype#Class_20,Reading and Writing,,Performing activities involved in the comprehension and production of written language for the purpose of obtaining general knowledge or specific information.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_156,,asd:Class_20,Performing activities involved in the comprehension and production of written language for the purpose of obtaining general knowledge or specific information.
http://cbmi.med.harvard.edu/asdphenotype#Class_700,Complications in Infancy,,Abnormal clinical manifestations that occur in infancy.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_385,,asd:Class_700,Abnormal clinical manifestations that occur in infancy.
http://cbmi.med.harvard.edu/asdphenotype#Class_130,Smith-Lemli-Opitz Syndrome,,An autosomal recessive disorder of cholesterol metabolism. ,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_516,,asd:Class_130,An autosomal recessive disorder of cholesterol metabolism. 
http://cbmi.med.harvard.edu/asdphenotype#Class_312,Understanding Others' Expectations,,The ability to understand obligations and accountability assumed in formal and informal relationships with others.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_284,,asd:Class_312,The ability to understand obligations and accountability assumed in formal and informal relationships with others.
http://cbmi.med.harvard.edu/asdphenotype#Class_100,Vaccination,,Administration of vaccines to stimulate the host's immune response. This includes any preparation intended for active immunological prophylaxis.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_148,,asd:Class_100,Administration of vaccines to stimulate the host's immune response. This includes any preparation intended for active immunological prophylaxis.
http://cbmi.med.harvard.edu/asdphenotype#Class_442,Bacterial Infections,,Infections caused by bacteria.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_365,,asd:Class_442,Infections caused by bacteria.
