Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Passive_Aggressive_Personality_Disorder,Passive_Aggressive_Personality_Disorder,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PsychologicalDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Ischemia,Ischemia,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Trigeminal_Neuralgia,Trigeminal_Neuralgia,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Arthritis,Arthritis,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Risk_Factors,Risk_Factors,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#DisorderCharacteristics
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Testicular_Feminization_Syndrome,Testicular_Feminization_Syndrome,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Muscular_Disorders,Muscular_Disorders,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Aspergers_Syndrome,Aspergers_Syndrome,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PsychologicalDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Food_Allergies,Food_Allergies,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Neoplasms,Neoplasms,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Obstetrical_Complications,Obstetrical_Complications,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Childhood_Schizophrenia,Childhood_Schizophrenia,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PsychologicalDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Drug_Induced_Congenital_Disorders,Drug_Induced_Congenital_Disorders,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Influenza,Influenza,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Cardiography,Cardiography,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#Diagnosis
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Fixation_(Psychoanalytic),Fixation_(Psychoanalytic),,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PsychologicalDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Diagnostic_Interview_Schedule,Diagnostic_Interview_Schedule,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#Diagnosis
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Chronic_Alcoholic_Intoxication,Chronic_Alcoholic_Intoxication,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#AntisocialBehaviorandBehavioralDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Angina_Pectoris,Angina_Pectoris,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Culture_Bound_Syndromes,Culture_Bound_Syndromes,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PsychologicalDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Color_Blindness,Color_Blindness,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Death_Anxiety,Death_Anxiety,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PsychologicalDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Coronary_Prone_Behavior,Coronary_Prone_Behavior,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Diarrhea,Diarrhea,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#Symptomology
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Drug_Abuse,Drug_Abuse,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#AntisocialBehaviorandBehavioralDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Muscular_Atrophy,Muscular_Atrophy,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Structured_Clinical_Interview,Structured_Clinical_Interview,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#Diagnosis
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Seizures,Seizures,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#Symptomology
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Speech_Disorders,Speech_Disorders,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#SpeechLanguageDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Bradycardia,Bradycardia,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Electroencephalography,Electroencephalography,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#Diagnosis
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Partially_Hearing_Impaired,Partially_Hearing_Impaired,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Exhibitionism,Exhibitionism,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#AntisocialBehaviorandBehavioralDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Runaway_Behavior,Runaway_Behavior,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#AntisocialBehaviorandBehavioralDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Workplace_Violence,Workplace_Violence,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#AntisocialBehaviorandBehavioralDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Illegal_Drug_Distribution,Illegal_Drug_Distribution,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#AntisocialBehaviorandBehavioralDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Asthma,Asthma,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Electronystagmography,Electronystagmography,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#Diagnosis
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Anosmia,Anosmia,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Paraphilias,Paraphilias,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PsychologicalDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Measles,Measles,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Alcohol_Abuse,Alcohol_Abuse,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#AntisocialBehaviorandBehavioralDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Diagnosis,Diagnosis,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#DisorderCharacteristics
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Creutzfeldt_Jakob_Syndrome,Creutzfeldt_Jakob_Syndrome,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PsychologicalDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Addiction,Addiction,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#AntisocialBehaviorandBehavioralDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Behavior_Change,Behavior_Change,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#Symptomology
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Anemia,Anemia,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Addisons_Disease,Addisons_Disease,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#AIDS_Dementia_Complex,AIDS_Dementia_Complex,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PsychologicalDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Vitamin_Deficiency_Disorders,Vitamin_Deficiency_Disorders,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Magical_Thinking,Magical_Thinking,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PsychologicalDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Anterograde_Amnesia,Anterograde_Amnesia,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Protective_Factors,Protective_Factors,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#DisorderCharacteristics
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Sleepiness,Sleepiness,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#Symptomology
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Premenstrual_Dysphoric_Disorder,Premenstrual_Dysphoric_Disorder,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Physical_Disabilities_(Attitudes_Toward),Physical_Disabilities_(Attitudes_Toward),,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Nystagmus,Nystagmus,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Underage_Drinking,Underage_Drinking,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#AntisocialBehaviorandBehavioralDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Rubella,Rubella,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Tremor,Tremor,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#Symptomology
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Dyspepsia,Dyspepsia,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Endocrine_Sexual_Disorders,Endocrine_Sexual_Disorders,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Angiography,Angiography,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#Diagnosis
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Catatonic_Schizophrenia,Catatonic_Schizophrenia,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PsychologicalDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Catalepsy,Catalepsy,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#Symptomology
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Delirium_Tremens,Delirium_Tremens,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PsychologicalDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Symptoms,Symptoms,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#Symptomology
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Transvestism,Transvestism,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#AntisocialBehaviorandBehavioralDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Disabilities,Disabilities,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Mental_Confusion,Mental_Confusion,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#Symptomology
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Biological_Markers,Biological_Markers,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#Diagnosis
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#AIDS_(Attitudes_Toward),AIDS_(Attitudes_Toward),,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Pedophilia,Pedophilia,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#AntisocialBehaviorandBehavioralDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Overweight,Overweight,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#Symptomology
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Prisoner_Abuse,Prisoner_Abuse,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#AntisocialBehaviorandBehavioralDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Chronic_Stress,Chronic_Stress,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#Symptomology
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Chorea,Chorea,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Somatization,Somatization,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#Symptomology
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Embolisms,Embolisms,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Cirrhosis_(Liver),Cirrhosis_(Liver),,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Lung_Disorders,Lung_Disorders,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Osteoporosis,Osteoporosis,,,false,,,http://www.semanticweb.org/ontologies/2015/0/disorderscluster.owl#PhysicalPsychosomaticDisorders
